video_id,title,published,view_count,like_count,comment_count,duration,definition,tags,default_audio_language,madeforkid,channel_id,channelTitle
K8ykIS1x_qQ,"Handmade Pasta, Clearly Explained!!!",2022-10-25T04:00:06Z,8651,389,74,PT6M59S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
WkjBXrX1Q2k,Rachel's Song (the ballad of Hazel Motes),2016-04-01T19:42:05Z,865,26,2,PT3M54S,sd,"['Joshua Starmer', ""Flannery O'Connor"", 'Hazel Motes', 'Mara Shea', 'Mystery Brewing', 'Tenor Guitar', 'Fiddle', 'Violin', 'Song', 'Music', 'Live']",,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
Mgm-T-dILAQ,The Rainbow,2017-03-31T20:28:37Z,868,27,7,PT3M33S,sd,"['Music', 'song', 'Joshua Starmer', 'Rainbow', 'Tragedy', 'Love Lost']",,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
OxA6i3iJd7M,Miss Carolina,2018-09-01T00:51:18Z,3827,79,21,PT2M42S,hd,"['Joshua Starmer', 'Tenor Guitar', 'Original Song', 'StatQuest', 'Eastwood', 'North Carolina']",en,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
kGIIJ8rIrfs,She Blinded Me With Science!!!,2018-01-01T13:14:47Z,6053,94,11,PT3M42S,hd,"['Thomas Dolby', 'Joshua Starmer', 'StatQuest', 'Science', 'Lab', 'Song', 'She Blinded Me With Science']",en,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
BXeZgqXAKAU,The Sum of Regrets,2017-05-31T22:10:10Z,811,29,15,PT3M57S,hd,"['Tenor Guitar', 'Vocals', 'Song', 'Depression', 'Cello']",,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
k3b9Mvtt6lU,"The AI Buzz, Episode #1: ChatGPT, Transformers and Attention",2023-01-11T00:26:52Z,20740,475,61,PT38M21S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
cKdUdPAVyOU,Say Your Goodbyes,2016-05-30T14:01:13Z,1268,23,5,PT4M9S,hd,"['Music', 'Song', 'Paris', 'Goodbyes', 'Original', 'Tenor Guitar', 'Cello', 'Vocals', 'The Starmakers', 'Joshua Starmer']",,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
hRdBqO4FFDs,You Mean So Much,2018-10-31T04:00:03Z,6743,145,40,PT2M50S,hd,"['Joshua Starmer', 'StatQuest', 'Original Song']",en,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
UY8iYbxuzjc,Brothers,2017-07-31T21:28:31Z,784,22,6,PT3M26S,hd,"['Joshua Starmer', 'songs', 'music']",,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
Rblav_ehMTE,Roses,2016-10-01T16:24:14Z,403,12,7,PT3M29S,hd,"['song', 'tenor guitar', 'sun set', 'divorce', 'vocals', 'roses']",,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
zB7CCWQbkWs,That Dude (in the movies),2015-06-21T19:44:08Z,1961,85,18,PT3M18S,hd,"['Joshua Starmer', 'Star Makers', 'cello']",,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
Lg0okx38rOQ,A Song For Only You,2017-10-31T04:00:01Z,931,35,7,PT3M26S,hd,"['Joshua Starmer', 'original song', 'vocals', 'cello', 'ukulele', 'guitar']",,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
-tibALm6VEI,Deal With It,2016-05-01T16:43:18Z,1230,11,4,PT2M16S,hd,"['Joshua Starmer', 'Drums', 'Song', 'Deal With It', 'Music', 'Punk Rock']",,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
kLQD8EJmnx8,Darling of Mine,2018-04-01T17:41:45Z,3703,138,21,PT3M18S,hd,"['Joshua Starmer', 'tenor guitar', 'Higgs Boson Blues', 'Higgs Boson']",en,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
aVvTVYi5vBk,Mr  Hattie,2017-02-27T23:19:48Z,835,28,7,PT3M5S,sd,"['Music', 'Tenor Guitar', 'Ukulele', 'Cello', 'Vocals', 'Song', 'The Mosquito Coast', 'Joshua Starmer']",,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
Za9wm6HWkvo,Live Stream - Target Encoding/AMA/Silly Songs!!!,2022-10-05T04:00:22Z,8160,216,40,PT57M25S,hd,"['StatQuest', 'Josh Starmer', 'Machine Learning', 'Statistics', 'Data Science', 'Naive Bayes', 'Gaussian']",en,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
68e5i5D8qYU,The Coldest Day of the Year,2016-11-29T03:05:36Z,761,13,3,PT3M56S,hd,"['Song', 'The Sheltering Sky', 'Joshua Starmer', 'tenor guitar', 'maine coon', 'kittens', 'lost love', 'Thanksgiving', 'holidays', 'christmas', 'hanakkah', 'New years']",,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
Rvm1aMwcraY,Christmas Morning,2018-12-01T17:30:00Z,4637,157,39,PT3M46S,hd,"['Joshua Starmer', 'StatQuest', 'Original Song']",en,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
Dr2aj85tcUI,A Drink From The Well,2019-02-01T17:30:00Z,8163,239,53,PT3M2S,hd,"['StatQuest', 'Joshua Starmer', 'Original Song', 'Tenor Guitar']",en,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
G-9USywzN3E,Nasty Weather,2016-08-31T22:15:22Z,783,15,6,PT3M33S,hd,"['Iceland', 'Waterfalls', 'banjo', 'tenor guitar', 'cello', 'vocals', 'song', 'divorce', 'relationships']",,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
MIgCbrNJyGo,Psycho Killer,2017-01-02T16:28:35Z,1528,50,16,PT4M35S,sd,"['Cello', 'bass', 'drums', 'guitar', 'Talking Heads', 'Psycho Killer', 'Tres Lasers', 'Joshua Starmer']",,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
EH4-RtVpsy4,joe and sue,2018-07-01T12:30:00Z,2527,70,12,PT3M39S,hd,"['Tenor guitar', 'cello', 'Original Song', 'StatQuest', 'Joshua Starmer', 'vocals', 'vocoder']",en,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
xXqa7sVypYI,Another Day,2016-07-01T01:43:12Z,460,8,1,PT3M35S,hd,"['Song', 'Cancer', 'Survival', 'Tenor Guitar', 'Baritone Tenor Guitar', 'Bass Guitar', 'Vocals', 'Starmakers', 'Joshua Starmer']",,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
R6ALolnItXg,Maybe It'll Go Away,2016-07-26T07:40:57Z,1201,18,4,PT3M50S,hd,"['Joshua Starmer', 'hernia', 'Drums', 'bass', 'guitar', 'vocals', 'song', 'conga drum', 'latin percussion']",,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
zXEvFLj2880,A New Song,2017-01-31T23:28:27Z,813,25,6,PT3M32S,sd,"['The Sheltering Sky', 'Tenor Guitar', 'Cello', 'Vocals', 'Lost Love', 'Sleeping Cat', 'Maine Coon']",,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
DyaQp6Cz8RA,I Love You,2016-10-31T14:15:17Z,1426,38,11,PT3M4S,hd,"['Cats', 'Maine Coon', 'Song', ""Valentine's Day"", 'Ukulele', 'Upright Bass', 'Drums', 'Afro-Cuban Percussion', 'Vocals']",,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
Odt_r4cAD8A,Employee Of The Week,2017-10-01T15:25:44Z,1941,38,6,PT3M17S,hd,"['Joshua Starmer', 'Songs', 'Tenor Guitar', 'Synth', 'bass', 'drums']",,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
uHK1-Q8cKAw,Live 2020-04-06!!! Naive Bayes: Gaussian,2020-04-06T16:49:34Z,17223,610,117,PT36M41S,hd,"['StatQuest', 'Josh Starmer', 'Machine Learning', 'Statistics', 'Data Science', 'Naive Bayes', 'Gaussian']",,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
BKnM0MCGbVc,"Live 2020-02-03!!! Statistical Models, Regularization, Best ML Algorithm.",2020-02-04T02:45:07Z,10617,882,89,PT30M35S,hd,"['StatQuest', 'Josh Starmer', 'Machine Learning', 'Statistics', 'Data Science']",,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
ilUbD7EoQnk,Three (3) things to do when starting out in Data Science,2021-05-27T04:00:10Z,53242,1998,161,PT11M10S,hd,"['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",en,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
TGvLteZCdAc,Evil Genius,2017-04-30T20:34:01Z,1460,33,6,PT2M57S,sd,"['Song', 'Evil Genius', 'Super Hero', 'Joshua Starmer', 'Maine Coon']",,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
Glr8Qk3OZHc,A War That We Can Win,2018-06-02T11:32:59Z,2732,81,53,PT3M56S,hd,"['Eastwood', 'Tenorcastor', 'Baritone Tenor', 'Original Song', 'War', 'StatQuest', 'Joshua Starmer', 'Vocals']",en,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
nuumjAsHTxk,Sunday Best,2018-03-01T15:32:02Z,1008,21,3,PT3M53S,hd,"['Joshua Starmer', 'Original Song', 'Sunday Best']",en,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
01205ys-GtI,StatQuest: How to make a Mean Pizza Crust!!!,2017-08-31T18:07:09Z,7636,280,42,PT8M12S,hd,"['StatQuest', 'Joshua Starmer', 'Pizza', 'Recipe', 'Clearly Explained', 'bread', 'Ken Forkish', 'Flour', 'Water', 'Salt', 'Yeast']",,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
arSkMA2uLFU,I'm Alive,2017-09-02T20:00:12Z,1785,59,11,PT3M26S,hd,"['Joshua Starmer', ""I'm Alive"", 'Song', 'Ukulele', 'Tenor Guitar', 'Bass', 'Vocals']",,False,UCtYLUTtgS3k1Fg4y5tAhLbw,StatQuest with Josh Starmer
