,video_id,video_title,upload_date,view_count,like_count,comment_count
169,DwgC72_s-T4,Data Analyst Project For Beginners (HR Analytics): 3 - Data Gathering  Transformation,2022-09-05,48240,570,68
170,MlDjrcnwAhw,Data Analyst Project For Beginners (HR Analytics): 2 - Understanding Requirements,2022-09-05,44936,545,27
171,ru1qeDO_qrc,Data Analyst Project For Beginners (HR Analytics): 1 - Problem Statement,2022-09-05,77453,1104,36
172,WZui2hPyjw4,Codebasics Day: Live Fun Data Quiz With Prizes For Winners,2022-09-05,2652,71,3
173,yd2FVTDGj9s,Teachers Who Influenced us,2022-09-05,1243,45,5
174,bOIEF_ol0vM,"Codebasics Day: New Initiative To Help Data Science, Data Analytics Learners",2022-09-05,6050,244,18
175,T4rlTsr1e7g,Codebasics Day: The Teacher Who Doesn’t Want to Retire,2022-09-05,4737,391,43
176,oQUlpvA-0rs,"Big Announcement, Live Stream | 5th September - Codebasics Day",2022-09-02,8496,233,33
177,T-rAYiNjvbk,SQL Interview Questions and Answers Practice | 3 Best Websites,2022-09-01,33897,1470,36
178,y42CzmzMk68,Your First Data Analytics Project,2022-08-30,118693,8005,36
179,zSgmrWQa03s,What is Business Intelligence Tool? What is Power BI?,2022-08-27,25704,520,25
180,wg15SqQHr9w,Not getting answers for your questions? Try this POWERFUL technique🚀,2022-08-25,5675,370,5
181,uz1lM4aKMcU,Having a confusion on your career? Try this bottom up approach!,2022-08-20,12903,470,41
182,ATK6fm3cYfI,Text Representation Using TF-IDF: NLP Tutorial For Beginners - S2 E6,2022-08-17,33345,692,19
183,nZromH6F7R0,Text Representation Using Bag Of n-grams: NLP Tutorial For Beginners - S2 E5,2022-08-13,26248,532,30
184,jfpdr9j94_k,Study plan to crack FAANG job interviews | MAANG interview preparation guide,2022-08-06,204794,7130,142
185,vUPAOU2NPls,Stop Words: NLP Tutorial For Beginners - S2 E4,2022-08-04,16203,390,21
186,6jfARpCukyo,Pandas Memory Optimization Tips,2022-08-01,5477,252,11
187,xAVbBgDrwLo,What exactly is insights to space ratio in BI dashboard?,2022-07-27,7476,321,5
188,Yt1Sw6yWjlw,Text Representation Using Bag Of Words (BOW): NLP Tutorial For Beginners - S2 E3,2022-07-25,29184,662,30
189,Mz-0ofqx5M8,Data Analytics Live QA - 24th July,2022-07-24,8239,267,25
190,WROHCDfiBp0,The Learning Resource That Helped People Crack Job Interviews at Meta and Walmart,2022-07-21,8190,215,14
191,hzzvCrg4nr0,What Learners Think About Codebasics Data Analytics Course?,2022-07-15,9041,222,64
192,2d8iP2_cS-U,Text Representation: Label  One Hot Encoding: NLP Tutorial For Beginners - S2 E2,2022-07-14,20510,665,24
193,HuZiJ44_71M,How to Design an Effective Data Visualization Dashboard?,2022-07-09,57177,689,17
194,hsJidtpHHyo,What are the features in machine learning?,2022-07-07,9225,254,17
195,FD9b73JXpYY,Resume Tips: Interests and Hobbies Section,2022-07-06,31589,918,9
196,G3uclekof0c,Data Visualization Tip: Provide a Context,2022-07-04,8436,417,7
197,_3ahmI5vpKY,Text Representation Basics: NLP Tutorial For Beginners - Season 2 Episode 1,2022-07-01,20163,622,20
198,W8o6dq3kisM,Resume Tip: Use STAR Method to Describe Project Experience,2022-06-30,13407,600,4
199,ttYc9I2YrFY,Deepnote = Jupyter notebook for collaboration 🤝 | Deepnote Tutorial,2022-06-29,8982,204,14
200,LlD2hNyjjLg,Resume Tip: Concrete Proof Over a Vague Claim,2022-06-27,9202,347,4
201,imaOMwNcE7M,Data Visualization Tip: Start Your Chart With ZERO,2022-06-25,29428,1319,13
202,3hY3YmwyU_s,Data Visualization Tip - What is Ribbon chart?,2022-06-23,22282,1023,18
203,yFNMgIUiXuM,Python Course is LIVE now 🔥🔥🔥,2022-06-21,26499,650,113
204,nqnLhy0A-Es,Data Visualization Tip - Pie Chart or Bar Chart?,2022-06-15,15256,691,19
205,buQSI8NLOMw,Data Analyst  Software Engineer Resume Tips and Templates,2022-06-11,51243,1431,56
206,xaKOvuffxRw,Data Analytics Live QA,2022-06-05,10451,327,23
207,2XUhKpH0p4M,Named Entity Recognition (NER): NLP Tutorial For Beginners - S1 E12,2022-06-03,62015,1315,41
208,ltOAU5qu9sc,A Killer Update In Power BI 🔥,2022-05-31,110059,4377,26
209,cElCnuA40os,Data Analytics In Power BI Tutorials For Beginners: The Course is now LIVE 🚀,2022-05-26,62323,1114,167
210,GUZwFRs9f5c,Must have skill for exploratory data analysis.,2022-05-21,16282,700,24
211,poHVmxGpvW8,Data science skills 10 years from now!,2022-05-16,21794,1025,41
212,gdHWoQWZGkk,Part Of Speech POS Tagging: NLP Tutorial For Beginners - S1 E11,2022-05-14,30704,728,39
213,slQDeuWiD7U,Future of NLP Jobs,2022-05-11,37784,1583,31
214,RjSgdRjmlSA,How do I learn the GIT version control system easily?,2022-05-09,15207,670,15
215,HHAilAC3cXw,Stemming and Lemmatization: NLP Tutorial For Beginners - S1 E10,2022-05-07,38717,1143,30
216,zB0Ap_SlVao,Future of data science jobs,2022-05-05,141719,7463,103
217,VrgB8GyjYYM,Do you have a fear of coding? Try this!,2022-05-02,29791,1653,48
218,52rAq9Zmyiw,"Preparing Kids For Data Science, AI Career | Don&#39;t Spoil Their Childhood!",2022-04-29,83159,1954,215
219,hKK59rfpXL0,Language Processing Pipeline in Spacy: NLP Tutorial For Beginners - S1 E9,2022-04-26,31301,1009,35
220,kmtbfkGlqvI,From an Intern to a CEO in 4 years,2022-04-22,11063,295,26
221,_lR3RjvYvF4,Tokenization in Spacy: NLP Tutorial For Beginners - S1 E8,2022-04-20,45529,1612,46
222,wHF99-BYvgU,The New Beginning,2022-04-15,34943,2176,290
223,UnVyNh6P6FQ,The END of the Journey,2022-04-09,65653,3805,581
224,Eb-YWlxHiQM,USA vs Canada For Masters Studies,2022-04-06,67286,1660,166
225,h2kBNEShsiE,Spacy vs NLTK: NLP Tutorial For Beginners In Python - S1 E7,2022-04-01,59191,1902,51
226,1KaQImCTG6A,How can you find the best career for yourself? Finding your IKIGAI,2022-03-28,22015,791,81
227,S3EId9uatxI,NLP Pipeline: NLP Tutorial For Beginners In Python - S1 E6,2022-03-26,53229,1414,50
228,tB2dp6OKoz8,NVIDIA GTC  A Giveaway!,2022-03-19,5859,216,45
229,LUr1OZgVhVk,The most common mistake by a new programmer!,2022-03-12,16674,838,34
230,wauwRR1pEbg,The Great Career Transition Era Has Arrived | You Can Do Anything,2022-03-08,22354,986,81
231,Zcdy1BpozW0,How to build domain knowledge,2022-03-04,42703,1500,99
232,HLU4oDOinzo,What is Metaverse? Metaverse Career Opportunities,2022-02-26,35439,1038,57
233,VohANmgEx7Y,Upcoming in-person meetup,2022-02-22,7256,175,20
234,In7jB8TUGPA,NLP Tasks: NLP Tutorial For Beginners In Python - S1 E5,2022-02-19,49529,1101,41
235,R6u5EBWAssY,"Reality behind data science, machine learning jobs",2022-02-16,1373509,63370,451
236,mdQRqba2AwQ,Business Degree To Data Science At Amazon  Google | Sundas&#39; Inspirational Story @SundasKhalid,2022-02-12,81210,1747,72
237,f_csX16Y5e8,Code Monkey Mindset,2022-02-09,16607,839,19
238,nknYY32RGXQ,Three Category Of Techniques for NLP : NLP Tutorial For Beginners In Python - S1 E4,2022-02-06,63690,1516,35
239,yaGEgVgZxMo,Is Python A Slow Language?,2022-02-05,24971,1456,64
240,-7WTKWBckUY,Aim Higher | Job Search Advice,2022-02-02,19341,1225,36
241,lK9gx4q_vfI,Regex For NLP: NLP Tutorial For Beginners In Python - S1 E3,2022-01-29,124070,2888,99
242,3y2-IaBeIs0,Why NLP is booming right now? | NLP Tutorial For Beginners In Python - S1 E2,2022-01-27,100463,2265,65
243,zq3v8lEfIUk,Not getting enough time to learn data science? Here is the time savings tip!,2022-01-26,26228,1310,26
244,R-AG4-qZs1A,Introduction | NLP Tutorial For Beginners In Python  -  Season 1 Episode 1,2022-01-22,252648,4687,148
245,dQ7Okl0XY_s,Codebasics Coding Competition: 💥 𝐂𝐎𝐃𝐄-𝐀-𝐓𝐇𝐎𝐍 💥,2022-01-21,9014,312,18
246,Yt3PQU_qEtc,Data Engineering Interview Tips By Airbnb Data Engineer | Part 2,2022-01-15,26694,718,29
247,iyvxI_Ah3qc,Why I love Python?,2022-01-12,12323,772,35
248,NWVindWhIX8,Data Engineering Career Tips By Airbnb Data Engineer | Part 1,2022-01-09,82692,2325,62
249,BFCky7ZnqO8,Data Science Masters In USA - Live QA,2022-01-02,12334,403,22
250,0lQHPcYYfWA,Is Auto ML going to kill data science jobs?,2021-12-29,40648,1089,51
251,m7KWxX23zCU,Simple explanation of Modified Z Score | Modified Z Score to detect outliers with python code,2021-12-25,22794,593,47
252,yXEZr2fg3TY,Masters in Physics to Data Scientist Career Transition Story,2021-12-21,28040,1030,94
253,3lT8BHmEOfk,Single tip to make fast progress in your job | Skyrocket your career with this single tip,2021-12-16,13666,587,35
254,IiMlBs-yePg,5x your productivity with this single app: Notion | How I use notion to manage my youtube channel,2021-12-10,13111,264,31
255,GRzb3x7I6B8,Step by step process of thinking like a data analyst | How a data analyst thinks,2021-12-04,37879,1471,99
256,sHw5hLYFaIw,Regular Expression Tutorial Python | Python Regex Tutorial,2021-12-01,83890,2465,113
257,fIsXdtcn09U,"The real importance of a degree in data science, software engineering interview",2021-11-30,67820,2670,43
258,6FVcIa4MXXE,Common mistakes junior programmers make | Programming tips,2021-11-27,18509,607,48
259,43q4nGka5SE,When you say YES to something you are saying NO to something else.,2021-11-25,13433,439,16
260,XV8Gn9aEbQ8,"Live QA: Data Science, ML. Ft: Anuj Gupta (Head of Machine Learning @ Vahan Inc, NLP Book Author)",2021-11-20,7489,230,10
261,957fQCm5aDo,Data Science Projects For Resume | Machine Learning Projects With Source Code,2021-11-13,400115,12689,166
262,J4uXuHqxVdg,Statistics Books For Data Science and Machine Learning,2021-11-10,43603,1125,62
263,eD3Zsb6w7K4,Free datasets for machine learning and data science projects,2021-11-07,19673,703,34
264,XXv4lMQP6uw,Data Engineer At Grubhub After 6 Years Of Career Break,2021-11-02,20331,517,63
265,jZRi3i9I644,"He won $21,000 in a Live Hacking Event | Bug Bounty",2021-10-28,26342,932,49
266,f_xzBcBBcTs,Interview Tips With @gkcs​,2021-10-24,9232,259,14
267,RtrBtAKwcxQ,Machine Learning Tutorial Python - 21: Ensemble Learning - Bagging,2021-10-22,70227,1680,86
268,B01qMFMAgUQ,Machine Learning Tutorial Python - 20: Bias vs Variance In Machine Learning,2021-10-19,58364,1727,64
269,Ll1BLZBSLQ8,Lawyer to a Software Engineer At Google,2021-10-16,16853,605,71
270,bswlUucUuMk,NVIDIA GTC 21  a Giveaway !,2021-10-12,6826,273,219
271,8klqIM9UvAc,Machine Learning Tutorial Python - 19: Principal Component Analysis (PCA) with Python Code,2021-10-09,138763,2791,131
272,CQveSaMyEwM,Machine Learning Tutorial Python - 18: K nearest neighbors classification with python code,2021-10-06,129442,2076,81
273,Avgl_ZwKVV8,How do I transition from software development to data science?,2021-10-04,16168,507,55
274,fb8BSFr0isg,"What is Hypothesis Testing ? Math, Statistics for data science, machine learning",2021-10-02,86144,2475,123
275,mSf0j8qkkFI,Deep learning project end to end | Potato Disease Classification - 8 : Mobile App in React Native,2021-09-27,48275,593,63
276,XH945kBzbdA,How do I transition from software testing to data science?,2021-09-25,33174,826,68
277,unTRt_gK7Jk,Career Gap and Now a Machine Learning Engineer At Sony,2021-09-18,14032,364,58
278,eiIhTbFP0ls,Simple explanation of A/B Testing,2021-09-15,79316,1766,50
279,ra4j7yDlakQ,Deep learning project end to end | Potato Disease Classification - 7 : Model Deployment To GCP,2021-09-12,38554,351,67
280,DQFerxe6o5g,Deep learning project end to end | Potato Disease Classification - 6 : ImageDataGenerator API,2021-09-11,34280,325,22
281,-kduEAqShbc,18 Lakh Per Annum Job Offer As a Data Science Fresher | Geology to Data Science,2021-09-08,166576,5128,241
282,wqxQDCXLRnY,How to code faster - 7 tips to improve code development speed,2021-09-04,9489,408,27
283,vMtIlFmZKxQ,"Salary Negotiation Tips levels.fyi founder (Ex Linkedin, Amazon Engineer)",2021-08-29,14937,293,14
284,hOCDJyZ6quA,"Text Classification Using BERT  Tensorflow | Deep Learning Tutorial 47 (Tensorflow, Keras  Python)",2021-08-28,126124,2093,126
285,JLJwOP1Djdw,"Resume tips from levels.fyi founder (Ex Linkedin, Amazon Engineer) | Part 1",2021-08-28,8090,216,14
286,lXZn3eDFDgE,"Importance of Data Structures, Algorithms and Competitive Coding In Data Science Career",2021-08-27,37702,1275,78
287,uldlsT98Bbs,Deep learning project end to end | Potato Disease Classification - 5 : Website (In React JS),2021-08-26,48468,557,129
288,t6NI0u_lgNo,Deep learning project end to end | Potato Disease Classification - 4 : FastAPI/tf serving Backend,2021-08-25,86686,740,122
289,ZN6P_GEJ7lk,Deep learning project end to end | Potato Disease Classification - 3 : Model Building,2021-08-24,102024,1290,181
290,bns5ELvbzVk,"Deep learning project end to end | Potato Disease Classification - 2 :Data collection, preprocessing",2021-08-23,173934,3133,156
291,dGtDTjYs3xc,Deep learning project end to end | Potato Disease Classification Using CNN - 1 : Problem Statement,2021-08-22,233587,3860,134
292,Wr1JjhTt1Xg,FastAPI Tutorial | FastAPI vs Flask,2021-08-18,63696,1479,61
293,xK5zAg5TZUk,I am really sorry about this!,2021-08-16,55213,2055,77
294,9VSzXt9pD5U,Is age a barrier to learn data science?,2021-08-14,46645,1785,133
295,v1oHf1KV6kM,"Quantization in deep learning | Deep Learning Tutorial 49 (Tensorflow, Keras  Python)",2021-08-14,38590,1241,106
296,IMSnp4hTHYQ,Do you need a college degree for data science or coding career?,2021-08-11,16628,733,84
297,rAIfuWRM96A,"He has worked for Facebook, Google, Microsoft AI Research Teams | Data Scientist",2021-08-07,12718,383,34
298,P-5sMcpTE0g,"tf serving tutorial | tensorflow serving tutorial | Deep Learning Tutorial 48 (Tensorflow, Python)",2021-08-05,42687,735,41
299,sJzuNAisXHA,What is Self Supervised Learning?,2021-08-04,19886,430,22
300,t-kiCW0jdLg,How Kaggle Helped Him Become ML Engineer With Mechanical Engineer Degree,2021-07-31,112777,3524,146
301,QqeHli7YyOQ,3 ways you can switch to a data science career from non technical background,2021-07-27,38608,909,121
302,7kLi8u2dJz0,"What is BERT? | Deep Learning Tutorial 46 (Tensorflow, Keras  Python)",2021-07-22,202796,6473,194
303,icGPvdH4PJo,250 to 650 People During Pandemic | Hypergrowth Story of Bacancy Technology,2021-07-20,5032,102,3
304,m_CooIRM3UI,"Cosine similarity, cosine distance explained | Math, Statistics for data science, machine learning",2021-07-15,49658,1240,56
305,dLExQ6yc7e4,Not getting interview calls? Try these 3 effective tips,2021-07-12,33481,1445,153
306,A0jr2lwvRik,Mumbai freelancer earns 3 lakh INR a month with data engineering,2021-07-10,123692,3474,155
307,o6nFv0UfEdI,"sin cos tan explained. Explanation using real life example | Math, Statistics for data science",2021-07-08,33844,1008,44
308,yKB6EUbGamo,He got 4 data analyst job offers | Mechanical engineer to data analyst,2021-07-05,87268,2186,113
309,wUK_k1GHEtw,Practical AI: Is it all about building models | Conversation with head of machine learning @Vahan,2021-07-03,8499,286,37
310,HCbZujfzDEc,How useful are certificates to get a data science job?,2021-06-30,44741,1219,202
311,z_96KlOS92o,"He cracked FAANG (MAANG) interviews in 10 companies including Amazon, Facebook, UBER, Microsoft",2021-06-19,646369,14015,637
312,MLEKEplgCas,Optimize Tensorflow Pipeline Performance: prefetch  cache | Deep Learning Tutorial 45 (Tensorflow),2021-06-15,27077,756,42
313,5c6Q97eOQ8o,How amazon uses data science? | Woman in data science | Career tips from Amazon Data Scientist,2021-06-12,60610,1544,120
314,VFEOskzhhbc,"Tensorflow Input Pipeline | tf Dataset | Deep Learning Tutorial 44 (Tensorflow, Keras  Python)",2021-06-10,80010,1710,77
315,89amFKwlb0M,3 Most Important Skills to Become A Data Scientist,2021-06-06,175114,2038,168
316,5HaWRGcTTyg,Crypto  Blockchain Live,2021-06-05,4584,108,9
317,95OyAjIZAbs,Distributed Training On NVIDIA DGX Station A100 | Deep Learning Tutorial 43 (Tensorflow  Python),2021-06-01,28162,569,50
318,s3N2Vg976yQ,How to build a software product and sell it for multimillion $$$? | Become a software entrepreneur,2021-05-29,13452,401,33
319,-LVdJuNzmU0,How I Learned Data Science | My Data Science Journey,2021-05-24,87889,3392,293
320,nd4In7EkBOQ,Data Science Internship LIVE QA With Tesla Data Science Intern,2021-05-22,25017,841,28
321,Q2NtCcqmIww,Word2Vec Part 2 | Implement word2vec in gensim |  | Deep Learning Tutorial 42 with Python,2021-05-21,72739,1525,100
322,iIYYGeKD5mQ,GPU Burn Test | NVIDIA DGX Station A100 Thermal Benchmark,2021-05-19,7468,136,11
323,9KyixVtWumE,Do you want to start a business or have entrepreneurship dreams? Here is the live guidance session,2021-05-16,4782,175,22
324,ABr9ZAkeiiU,How do I stay updated in Data Science?,2021-05-15,18725,560,44
325,xtTX69JZ92w,"Log normal distribution | Math, Statistics for data science, machine learning",2021-05-14,79928,1793,81
326,T4MLrtOKPjY,Complete Roadmap for Machine Learning | ML Roadmap for Beginners,2021-05-11,233182,8488,279
327,Yqj_w_wjZmY,Data Scientist  Software Engineer Salaries in 2021,2021-05-08,32858,567,48
328,YaWE3qkzmDI,Live Data Science QA: Charity Stream To Help India Fight COVID,2021-05-02,3936,162,10
329,t4LOv9h-FJM,"Median, Mean, Mode, Percentile | Math, Statistics for data science, machine learning",2021-05-01,100749,2357,99
330,SPExESsO4ok,What is machine learning lifecycle? | What is Model Development Life Cycle (MDLC)? MDLC vs SDLC,2021-04-29,7841,252,17
331,okhrFgaUwio,"Normal Distribution and Z Score | Math, Statistics for data science, machine learning",2021-04-26,90809,2394,196
332,yCDevFTNbC0,"What is Standard Deviation and Mean Absolute Deviation | Math, Statistics for data science, ML",2021-04-23,97992,2500,139
333,8ZI55Inh1_A,Introduction | Mathematics and statistics for data science and machine learning,2021-04-18,218503,4558,332
334,KzQQCtgzQbw,"What is logarithm? | Math, Statistics for data science, machine learning",2021-04-18,86882,2500,187
335,Fsqga8GeO2g,LIVE: Data Science QA,2021-04-17,12370,401,23
336,7sFRpbPKTG4,Business Analyst VS Data Analyst,2021-04-15,99399,2908,163
337,5TRr2oWeSw0,FIRST LOOK: NVIDIA DGX Station A100 Unboxing,2021-04-12,47674,838,98
338,C07T45z-iWs,LIVE Data Analyst QA Ft. Alex The Analyst,2021-04-10,10505,442,29
339,FMs09SG4ePU,Why bitcoin price is going up? | Why crypto going up?,2021-04-09,4533,158,30
340,m684QWvVDTA,"PHD in machine learning or data science, is it worth?",2021-04-08,37441,814,69
341,QAsZgzLPaWU,How bitcoin miners collect their reward? | How miners send mining reward in their digital wallet?,2021-04-05,30530,691,143
342,hQwFeIupNP0,"What is Word2Vec? A Simple Explanation | Deep Learning Tutorial 41 (Tensorflow, Keras  Python)",2021-04-04,118676,3094,99
343,1KnNhd5TE7o,LIVE Data Science and Programming QA: Ft. Bhavesh Bhatt,2021-04-03,4881,193,12
344,n9Jelsno0TA,He completed his data science masters in USA for FREE!,2021-04-01,34222,741,17
345,dWwTWXVxnbw,Join with me to attend FREE AI Conference NVIDIA GTC: April 12 to 16,2021-03-27,4562,178,187
346,F1ZnbUjrSbU,LIVE QA: Data science transition from non technical background,2021-03-26,5291,173,8
347,Fuw0wv3X-0o,"Word embedding using keras embedding layer | Deep Learning Tutorial 40 (Tensorflow, Keras  Python)",2021-03-24,54984,1186,54
348,qHlpvKjA-lk,What is Bitcoin | How does bitcoin work | Easy Explanation of Bitcoin | Explain Bitcoin as If I am 5,2021-03-20,29195,753,95
349,pXuTupqq0xg,How can you start learning data science from your school days?,2021-03-19,5414,152,56
350,qFNBaiepRXc,How do I manage time for youtube channel and 9 to 6 job?,2021-03-14,10069,562,85
351,sZGuyTLjsco,"Converting words to numbers, Word Embeddings | Deep Learning Tutorial 39 (Tensorflow  Python)",2021-03-13,66765,1512,58
352,4BLxapDqrlA,Mechanical Engineer To Data Analyst,2021-03-11,46441,1047,65
353,-nL66ECoFI4,Should I join startup OR a big mnc company OR pursue masters abroad ?,2021-03-09,7209,388,53
354,cys2otlV3Ng,Masters in business analytics from Australia | Guidance and tips,2021-03-06,45765,1021,71
355,HNE0qHJ9A9o,Python Pandas Tutorial 15. Handle Large Datasets In Pandas | Memory Optimization Tips For Pandas,2021-03-04,42815,926,22
356,OIucG2hvdCo,Petroleum Engineer To Data Scientist,2021-03-02,16621,364,28
357,atYPhweJ7ao,"Bidirectional RNN | Deep Learning Tutorial 38 (Tensorflow, Keras  Python)",2021-02-28,50180,1110,38
358,GD-fqjKFcPI,"Bug Wars Episode 1: Software Engineer VS a BUG, An Epic Battle, Star Wars Style",2021-02-27,4105,153,47
359,BCuJXskWgSI,Why is Python slow?,2021-02-24,9815,506,69
360,tOuXgORsXJ4,Simple Explanation of GRU (Gated Recurrent Units) | Deep Learning Tutorial 37 (Tensorflow  Python),2021-02-21,88201,1816,31
361,b23kMqp2M7A,Conversation With a Python Steering Council Member,2021-02-20,2432,133,6
362,ObmpEe-61go,Learn DevOps Skills For Free Using KodeKloud Engineer,2021-02-17,19842,564,46
363,HqKgsszV-3Y,Data Science Masters in USA | Guidance and Tips,2021-02-14,66824,1981,83
364,9bsK03SlmNM,Simple Explanation of Recursion | Recursion Python| Data Structures  Algorithms Tutorial Python #20,2021-02-13,84482,2460,141
365,-GmJLI122ZM,QR Code In 10 lines of Python Code | Generate and Access QR Code Easily Using Python,2021-02-09,122096,2365,117
366,LfnrRPFhkuY,"Simple Explanation of LSTM | Deep Learning Tutorial 36 (Tensorflow, Keras  Python)",2021-02-06,332658,7560,230
367,pqSoCa2NGj4,Power BI Data Analytics Project: Personal Finance Dashboard,2021-01-30,123481,2680,191
368,uyEIihDoXR8,Instagram automation with 10 lines of python code | Python Instagram BOT,2021-01-27,281540,6340,641
369,qowp6SQ9_Oo,"Vanishing and exploding gradients | Deep Learning Tutorial 35 (Tensorflow, Keras  Python)",2021-01-23,71860,1770,54
370,V4AcLJ2cgmU,Parameters vs hyperparameters in machine learning,2021-01-21,37191,867,33
371,MDu_oiU5EgM,He got 5 internships and 2 job offers | Interview with Zomato machine learning engineer,2021-01-17,7822,269,53
372,8Ert2Soaj9U,Not getting any interview calls? Do this. |  How to get interview calls?,2021-01-16,45949,1425,129
373,n05CmcjOcho,Should I pursue data analyst masters in USA?,2021-01-15,37175,650,91
374,EzsXi4WzelI,Types of RNN | Recurrent Neural Network Types | Deep Learning Tutorial 34 (Tensorflow  Python),2021-01-15,53074,1091,18
375,Y2wfIKQyd1I,"What is Recurrent Neural Network (RNN)? Deep Learning Tutorial 33 (Tensorflow, Keras  Python)",2021-01-12,234792,4605,132
376,IpawPa1e2o0,Do this to get a data science job abroad,2021-01-10,83513,2613,167
377,VxOKSzKRB3w,"Going to USA for data science Or computer science masters, good idea?",2021-01-08,142753,5500,402
378,IfRMV2MY9n0,Object detection using YOLO v4 and pre trained model | Deep Learning Tutorial 32 (Tensorflow),2021-01-07,164116,2939,103
379,ZhnJ1bkIWWk,Bitcoin mining with 15 lines of python code Python Bitcoin Tutorial,2021-01-03,1097540,31759,2734
380,rLvpY2v9hWQ,Data Scientist vs Machine Learning Engineer | DS vs ML,2021-01-02,118725,3838,163
381,AoOo5zufdbE,Codebasics Hindi Channel | Codebasics हिंदी,2021-01-01,4084,192,35
382,EArKJnmAgkI,"Skillbasics.com, a website for your tech learning! Wish you all a very happy new year !",2020-12-31,6041,460,88
383,P1uHDPpe_04,Build language translator with 3 lines of python code,2020-12-30,80697,1760,164
384,VNmghbJRv8I,Top 5 Programming Languages To Learn in 2021,2020-12-27,98159,1400,269
385,QC2d2jmdbPM,Can anyone learn coding? | How to learn coding faster?,2020-12-26,9693,550,102
386,ag3DLKsl2vk,"What is YOLO algorithm? | Deep Learning Tutorial 31 (Tensorflow, Keras  Python)",2020-12-25,492947,10731,247
387,Lxlmcxpmr_g,Participate in codebasics contests and win prizes!,2020-12-24,2345,169,38
388,uN_yT-5t2hU,Life of a programmer in one word,2020-12-24,2781,152,29
389,AimW3j7M2Uw,"Sliding Window Object Detection | Deep Learning Tutorial 30 (Tensorflow, Keras  Python)",2020-12-23,41544,891,32
390,a2CO-OWk2xo,Tableau Project For Beginners | Sales Insights : 6 - Feedback From Stakeholders  Profit Analysis,2020-12-21,46541,981,95
391,XXRtOmI7-kM,My YouTube setup (hardware and software) | Youtube Setup For Coding Channel,2020-12-20,11098,299,39
392,6BLY1IfV-1M,Tableau Project For Beginners |  Sales Insights :  5 - Build Tableau Dashboard,2020-12-19,84895,1812,113
393,B2dCCRY_l78,Tableau Project For Beginners | Sales Insights : 4 - Data Cleaning  ETL in Tableau,2020-12-18,73270,1071,88
394,fgMD2wvpvpk,Tableau Project For Beginners | Sales Insights : 3 - Data Analysis Using SQL,2020-12-17,109854,1572,146
395,hK058kTWagQ,"200k Subscribers, Big announcement and Channel Update",2020-12-12,5315,357,86
396,oIBpPDOqstw,Data science career tips from H20.ai machine learning engineer and a Kaggle expert,2020-12-11,10860,279,27
397,9F-GYV2lrwA,What is GPT3? | GPT3 demo,2020-12-08,24254,680,55
398,SfqN-Hc5two,"Popular datasets for computer vision: ImageNet, Coco and Google Open images | Deep Learning 29",2020-12-07,52772,1083,51
399,Kh6k7Vh7Rs8,Oyo rooms data analyst will teach you how to get a data analyst internship,2020-12-06,58508,2097,112
400,0d6NTZJ6q6A,"Learn coding in 3 months, step by step coding roadmap | How to learn to code for absolute beginners?",2020-12-01,570296,22341,728
401,taC5pMCm70U,Image classification vs Object detection vs Image Segmentation | Deep Learning Tutorial 28,2020-11-30,83160,1812,39
402,9ixxhdVjOV4,He earned 1.5 lakh rs a month as a freelancer | Live session,2020-11-29,13781,519,32
403,CBsmoxcBAJk,"Project announcement to help blind people using Computer Vision, NLP  IOT",2020-11-28,4972,253,23
404,-JhV-FRQwQQ,How to get software engineering internship | How to get programming Job,2020-11-28,24111,629,68
405,hhkLdjIimlw,Selection Sort in python - Data Structures  Algorithms Tutorial Python #19,2020-11-27,38808,554,70
406,VqKq78PVO9g,"Machine Learning Tutorial Python - 17: L1 and L2 Regularization | Lasso, Ridge Regression",2020-11-26,206732,4559,170
407,LsdxvjLWkIY,"Transfer Learning | Deep Learning Tutorial 27 (Tensorflow, Keras  Python)",2020-11-23,138726,2921,132
408,sQnG6XiFfLE,He became top rated freelancer in first 4 months on upwork | Data analyst freelancer,2020-11-22,367256,10605,505
409,iAyCX4enaXA,Grocery Store Application - 6. List orders | Python project tutorial,2020-11-21,28044,307,18
410,rJlFUMlKsz0,Grocery Store Application - 5. Insert order functionality | Python project tutorial,2020-11-20,16975,143,14
411,NJB6RT0tsLI,Convert python file to exe in less than 2 minutes (.py to .exe),2020-11-20,57531,437,47
412,RsK70V-R2N0,Grocery Store Application - 4. Products Frontend | Python project tutorial,2020-11-19,34316,355,38
413,VQsqdp_I9Ro,Grocery Store Application - 2. Database Design | Python project tutorial,2020-11-17,82883,1026,49
414,0ZaC6JaNpic,Grocery Store Application - 1. Overview | Python project tutorial,2020-11-16,125567,2007,62
415,QQ0_M8OOppg,Do you need help with live mock coding interviews?,2020-11-07,2851,116,23
416,9F8zD42hQCA,Snake and apple game in python pygame - 1. Intro and create surface | Python project tutorial,2020-11-07,41752,746,67
417,JdHaZjS18UM,"Snake and apple game in python pygame - 5. Snake eats apple, find score | Python project tutorial",2020-11-07,9746,84,8
418,RpkhOiIn2fM,Snake and apple game in python pygame - 6. Game over logic | Python project tutorial,2020-11-07,3968,81,6
419,7WR-9yOT7OE,Snake and apple game in python pygame - 4. Draw snake and apple | Python project tutorial,2020-11-07,5007,74,13
420,d2SetJgqBDQ,"Snake and apple game in python pygame - 7. Add background music,image | Python project tutorial",2020-11-07,6720,65,14
